Body Regions|A01
Fertility Agents, Female|D27.505.696.875.552.344,D27.505.954.705.552.344
Fertility Agents, Male|D27.505.696.875.552.510,D27.505.954.705.552.510
Oxytocics|D27.505.696.875.737,D27.505.954.705.737
Tocolytic Agents|D27.505.696.875.825,D27.505.954.705.825
Secretagogues|D27.505.696.937
Therapeutic Uses|D27.505.954
Anti-Allergic Agents|D27.505.954.016
Antiglaucoma Agents|D27.505.954.069
Anti-Infective Agents|D27.505.954.122
Anti-Bacterial Agents|D27.505.954.122.085
Antitreponemal Agents|D27.505.954.122.085.222
Antitubercular Agents|D27.505.954.122.085.255
Antibiotics, Antitubercular|D27.505.954.122.085.255.135
beta Lactam Antibiotics|D27.505.954.122.085.386
First Generation Cephalosporins|D27.505.954.122.085.386.500
Second Generation Cephalosporins|D27.505.954.122.085.386.750
Third Generation Cephalosporins|D27.505.954.122.085.386.875
Leprostatic Agents|D27.505.954.122.085.777
Antifungal Agents|D27.505.954.122.136
Anti-Infective Agents, Local|D27.505.954.122.187
Hand Sanitizers|D27.505.954.122.187.500,D27.505.954.122.425.650,D27.720.274.650
Anti-Infective Agents, Urinary|D27.505.954.122.237
Antiparasitic Agents|D27.505.954.122.250
Anthelmintics|D27.505.954.122.250.075
Antinematodal Agents|D27.505.954.122.250.075.080
Filaricides|D27.505.954.122.250.075.080.275
Antiplatyhelmintic Agents|D27.505.954.122.250.075.100
Anticestodal Agents|D27.505.954.122.250.075.100.040
Schistosomicides|D27.505.954.122.250.075.100.750
Antiprotozoal Agents|D27.505.954.122.250.100
Amebicides|D27.505.954.122.250.100.055
Antimalarials|D27.505.954.122.250.100.085
Antitrichomonal Agents|D27.505.954.122.250.100.115
Coccidiostats|D27.505.954.122.250.100.170
Trypanocidal Agents|D27.505.954.122.250.100.875
Antiviral Agents|D27.505.954.122.388
Anti-Retroviral Agents|D27.505.954.122.388.077
Anti-HIV Agents|D27.505.954.122.388.077.088
Disinfectants|D27.505.954.122.425,D27.720.274
Dental Disinfectants|D27.505.954.122.425.300,D27.720.274.300
Anti-Inflammatory Agents|D27.505.954.158
Antifibrotic Agents|D27.505.954.158.273
Demulcents|D27.505.954.158.515,D27.505.954.483.534,D27.505.954.796.210,D27.720.877.156
Tumor Necrosis Factor Inhibitors|D27.505.954.158.757
Anti-Obesity Agents|D27.505.954.203
Appetite Depressants|D27.505.954.203.155
Antineoplastic Agents|D27.505.954.248
Antibiotics, Antineoplastic|D27.505.954.248.106
Antineoplastic Agents, Hormonal|D27.505.954.248.169
Antineoplastic Agents, Phytogenic|D27.505.954.248.179
Antineoplastic Agents, Immunological|D27.505.954.248.384
Antirheumatic Agents|D27.505.954.329
Gout Suppressants|D27.505.954.329.337
Uricosuric Agents|D27.505.954.329.337.900
Cardiovascular Agents|D27.505.954.411
Anti-Arrhythmia Agents|D27.505.954.411.097
Antihypertensive Agents|D27.505.954.411.162
Cardiotonic Agents|D27.505.954.411.222,D27.720.799.080
Vasoconstrictor Agents|D27.505.954.411.793
Nasal Decongestants|D27.505.954.411.793.610,D27.505.954.796.560
Vasodilator Agents|D27.505.954.411.918
Endothelium-Dependent Relaxing Factors|D27.505.954.411.918.500
Central Nervous System Agents|D27.505.954.427
Adjuvants, Anesthesia|D27.505.954.427.010
Alcohol Deterrents|D27.505.954.427.020
Anticonvulsants|D27.505.954.427.080
Anti-Dyskinesia Agents|D27.505.954.427.090
Antiparkinson Agents|D27.505.954.427.090.050
Antitussive Agents|D27.505.954.427.153,D27.505.954.796.090
Wakefulness-Promoting Agents|D27.505.954.427.220.612
Nootropic Agents|D27.505.954.427.637
Psychotropic Drugs|D27.505.954.427.700
Antidepressive Agents|D27.505.954.427.700.122
Antidepressive Agents, Second-Generation|D27.505.954.427.700.122.050
Antidepressive Agents, Tricyclic|D27.505.954.427.700.122.055
Dermatologic Agents|D27.505.954.444
Antipruritics|D27.505.954.444.075
Emollients|D27.505.954.444.200
Keratolytic Agents|D27.505.954.444.400
Photosensitizing Agents|D27.505.954.444.600,D27.505.954.600.710
Gastrointestinal Agents|D27.505.954.483
Antidiarrheals|D27.505.954.483.161
Anti-Ulcer Agents|D27.505.954.483.203
Cathartics|D27.505.954.483.396
Cholagogues and Choleretics|D27.505.954.483.508
Laxatives|D27.505.954.483.620
Genitourinary Agents|D27.505.954.493
Renal Agents|D27.505.954.493.250
Urological Agents|D27.505.954.493.500
Hematologic Agents|D27.505.954.502
Anticoagulants|D27.505.954.502.119
Antisickling Agents|D27.505.954.502.135
Blood Substitutes|D27.505.954.502.140,J01.637.087.249
Plasma Substitutes|D27.505.954.502.140.500
Coagulants|D27.505.954.502.270
Hemostatics|D27.505.954.502.270.463
Anticoagulant Reversal Agents|D27.505.954.502.270.463.046
Hematinics|D27.505.954.502.543
Platelet Aggregation Inhibitors|D27.505.954.502.780
Lipid Regulating Agents|D27.505.954.557
Radiation-Sensitizing Agents|D27.505.954.600
Respiratory System Agents|D27.505.954.796
Anti-Asthmatic Agents|D27.505.954.796.050
Expectorants|D27.505.954.796.250
Pulmonary Surfactants|D27.505.954.796.600
Senotherapeutics|D27.505.954.803
Smoking Cessation Agents|D27.505.954.810
Stimulants, Historical|D27.505.954.888
Specialty Uses of Chemicals|D27.720
Adhesives|D27.720.013,J01.637.016
Agrochemicals|D27.720.031
Fertilizers|D27.720.031.400
Pesticides|D27.720.031.700,D27.888.723
Acaricides|D27.720.031.700.071,D27.888.723.071
Chemosterilants|D27.720.031.700.141,D27.888.723.141
Fungicides, Industrial|D27.720.031.700.288,D27.888.723.288
Herbicides|D27.720.031.700.366,D27.888.723.366
Defoliants, Chemical|D27.720.031.700.366.181,D27.888.723.366.181
Insecticides|D27.720.031.700.491,D27.888.723.491
Molluscacides|D27.720.031.700.596,D27.888.723.596
Pesticide Residues|D27.720.031.700.672,D27.888.723.697,N06.850.460.200.700
Pesticide Synergists|D27.720.031.700.748,D27.888.723.748
Rodenticides|D27.720.031.700.853,D27.888.723.853
Antistatic Agents|D27.720.066
Dermal Fillers|D27.720.102.461
Caustics|D27.720.185,D27.888.569.185
Coloring Agents|D27.720.233
Chromogenic Compounds|D27.720.233.174,D27.720.470.410.200
Fluorescent Dyes|D27.720.233.348,D27.720.470.410.505.500
Food Coloring Agents|D27.720.233.674,D27.720.372.300.355
Hair Dyes|D27.720.233.837,D27.720.269.430.430
Cosmetics|D27.720.269,J01.516.213
Antiperspirants|D27.720.269.189
Deodorants|D27.720.269.385
Hair Preparations|D27.720.269.430
Hair Bleaching Agents|D27.720.269.430.214,D27.720.642.315.249
Perfume|D27.720.269.700
Skin Lightening Preparations|D27.720.269.750,J01.516.213.500
Explosive Agents|D27.720.317
Fixatives|D27.720.355
Flame Retardants|D27.720.361
Food Ingredients|D27.720.372,G07.203.300.514,J02.500.514
Food Additives|D27.720.372.300,G07.203.300.514.500,J02.500.514.500
Fat Substitutes|D27.720.372.300.350,G07.203.300.514.500.350,J02.500.514.500.350
Sweetening Agents|D27.720.372.300.353.609,G07.203.300.514.500.400.700,J02.500.514.500.400.700
Non-Nutritive Sweeteners|D27.720.372.300.353.609.500,G07.203.300.514.500.400.700.500,J02.500.514.500.400.700.500
Nutritive Sweeteners|D27.720.372.300.353.609.750,G07.203.300.514.500.400.700.750,J02.500.514.500.400.700.750
Food Preservatives|D27.720.372.300.385,G07.203.300.514.500.700,J02.500.514.500.700
Hygroscopic Agents|D27.720.375
Irritants|D27.720.400,D27.888.569.300
Laboratory Chemicals|D27.720.470
Buffers|D27.720.470.280
Ampholyte Mixtures|D27.720.470.280.060
Culture Media|D27.720.470.305,E07.206
Culture Media, Conditioned|D27.720.470.305.250,E07.206.250
Culture Media, Serum-Free|D27.720.470.305.255,E07.206.255
Indicators and Reagents|D27.720.470.410
Affinity Labels|D27.720.470.410.080
Photoaffinity Labels|D27.720.470.410.080.600
Cross-Linking Reagents|D27.720.470.410.210
Proteolysis Targeting Chimera|D27.720.470.410.210.500
Intercalating Agents|D27.720.470.410.360
Luminescent Agents|D27.720.470.410.505
Reducing Agents|D27.720.470.410.690
Sulfhydryl Reagents|D27.720.470.410.700
Ion Exchange Resins|D27.720.470.420
Anion Exchange Resins|D27.720.470.420.050
Cation Exchange Resins|D27.720.470.420.275
Ligands|D27.720.470.480
Small Molecule Libraries|D27.720.470.765
Lubricants|D27.720.556
Nerve Agents|D27.720.599,D27.720.777.300.500
Oxidants|D27.720.642,D27.888.569.540
Bleaching Agents|D27.720.642.315
Tooth Bleaching Agents|D27.720.642.315.500
Oxidants, Photochemical|D27.720.642.631,D27.888.569.540.631
Plasticizers|D27.720.760
Poisons|D27.720.777,D27.888.569.612
Chemical Warfare Agents|D27.720.777.300,D27.888.569.612.150,J01.637.870.900.200
Riot Control Agents, Chemical|D27.720.821,D27.888.569.734
Tear Gases|D27.720.821.500,D27.888.569.734.500,J01.637.870.800
Solvents|D27.720.844
Deep Eutectic Solvents|D27.720.844.250
Ionic Liquids|D27.720.844.500
Surface-Active Agents|D27.720.877
Detergents|D27.720.877.265,J01.516.381
Soaps|D27.720.877.265.861,J01.516.872
Emulsifying Agents|D27.720.877.383
Immunosorbents|D27.720.877.501
Wetting Agents|D27.720.877.974
Viscoelastic Substances|D27.720.944
Toxic Actions|D27.888
Environmental Pollutants|D27.888.284
Air Pollutants|D27.888.284.101
Air Pollutants, Occupational|D27.888.284.101.268
Persistent Organic Pollutants|D27.888.284.429
Soil Pollutants|D27.888.284.756
Water Pollutants|D27.888.284.903
Water Pollutants, Chemical|D27.888.284.903.655
Hazardous Substances|D27.888.426
Noxae|D27.888.569
Carcinogens|D27.888.569.100
Carcinogens, Environmental|D27.888.569.100.125
Peroxisome Proliferators|D27.888.569.100.675
Cardiotoxins|D27.888.569.142
Cytostatic Agents|D27.888.569.199
Cytotoxins|D27.888.569.213
Hemolytic Agents|D27.888.569.213.444
Dermotoxins|D27.888.569.242
Mutagens|D27.888.569.468
Aneugens|D27.888.569.468.060
Neurotoxins|D27.888.569.504
Pyrogens|D27.888.569.673
Teratogens|D27.888.569.864
Diagnosis|E01
Clinical Decision-Making|E01.055
Clinical Reasoning|E01.055.500
Clinical Relevance|E01.055.500.500,N04.761.559.590.399.125,N05.715.360.575.575.399.125
Delayed Diagnosis|E01.110,E02.760.263,N02.421.585.263
Diagnosis, Computer-Assisted|E01.158,L01.313.500.750.100.158
Image Interpretation, Computer-Assisted|E01.158.600,E01.370.350.350,L01.313.500.750.100.158.600
Radiographic Image Interpretation, Computer-Assisted|E01.158.600.680,E01.370.350.350.700,E01.370.350.700.705,L01.313.500.750.100.158.600.680
Diagnosis, Differential|E01.171
Diagnosis, Dual (Psychiatry)|E01.190
Diagnostic Errors|E01.354,N02.421.450.280
False Negative Reactions|E01.354.340
False Positive Reactions|E01.354.506
Observer Variation|E01.354.753,N02.421.450.600,N05.715.350.150.675,N06.850.490.500.250
Diagnostic Techniques and Procedures|E01.370
Age Determination by Skeleton|E01.370.049,E01.370.350.700.050
Autopsy|E01.370.060,E05.070,I01.198.780.937.120
Postmortem Imaging|E01.370.060.500,E01.370.350.650,E05.070.500,I01.198.780.937.120.500
Breath Tests|E01.370.100
Fractional Exhaled Nitric Oxide Testing|E01.370.100.500
Clinical Laboratory Techniques|E01.370.225,E05.200
Clinical Chemistry Tests|E01.370.225.124,E05.200.124
Blood Chemical Analysis|E01.370.225.124.100,E05.200.124.100
Blood Gas Analysis|E01.370.225.124.100.100,E01.370.386.700.100,E05.200.124.100.100
Oximetry|E01.370.225.124.100.100.600,E01.370.370.380.600,E01.370.386.700.100.600,E05.200.124.100.100.600
Blood Gas Monitoring, Transcutaneous|E01.370.225.124.100.100.600.100,E01.370.370.380.600.100,E01.370.386.700.100.600.100,E05.200.124.100.100.600.100
Blood Glucose Self-Monitoring|E01.370.225.124.100.105,E01.370.374.100,E01.370.520.100,E02.900.950.500,E05.200.124.100.105
Blood Protein Electrophoresis|E01.370.225.124.100.110,E05.196.401.076,E05.200.124.100.110,E05.301.300.049
Blood Urea Nitrogen|E01.370.225.124.100.115,E01.370.390.400.100,E05.200.124.100.115
Comprehensive Metabolic Panel|E01.370.225.124.100.174,E05.200.124.100.174
Continuous Glucose Monitoring|E01.370.225.124.100.203,E01.370.374.228,E01.370.520.150,E05.200.124.100.203
Dried Blood Spot Testing|E01.370.225.124.100.232,E05.200.124.100.232
Glucose Clamp Technique|E01.370.225.124.100.350,E05.196.500,E05.200.124.100.350
Glucose Tolerance Test|E01.370.225.124.100.355,E01.370.374.355,E05.200.124.100.355
Lactose Tolerance Test|E01.370.225.124.100.450,E01.370.372.450,E05.200.124.100.450
Petrosal Sinus Sampling|E01.370.225.124.100.600,E01.370.225.998.110.600,E04.665.150.600,E05.200.124.100.600,E05.200.998.110.600
Clinical Enzyme Tests|E01.370.225.124.200,E05.196.427.200,E05.200.124.200
Gastric Acidity Determination|E01.370.225.124.300,E01.370.372.300,E05.200.124.300
Hair Analysis|E01.370.225.124.385,E05.200.124.385
Limulus Test|E01.370.225.124.470,E01.370.225.875.150.570,E05.091.570,E05.200.124.470,E05.200.875.150.570
Urinalysis|E01.370.225.124.810,E01.370.390.810,E05.200.124.810
Urinary Sediment Analysis|E01.370.225.124.810.500,E01.370.390.810.500,E05.200.124.810.500
COVID-19 Testing|E01.370.225.312,E05.200.312
COVID-19 Serological Testing|E01.370.225.312.250,E01.370.225.812.735.258,E05.200.312.250,E05.200.812.735.258,E05.478.594.760.258
COVID-19 Nucleic Acid Testing|E01.370.225.312.500,E05.200.312.500
Cytological Techniques|E01.370.225.500,E05.200.500,E05.242
Cell Count|E01.370.225.500.195,E05.200.500.195,E05.242.195,G04.140
Blood Cell Count|E01.370.225.500.195.107,E01.370.225.625.107,E05.200.500.195.107,E05.200.625.107,E05.242.195.107,G04.140.107,G09.188.105
Erythrocyte Count|E01.370.225.500.195.107.330,E01.370.225.625.107.330,E05.200.500.195.107.330,E05.200.625.107.330,E05.242.195.107.330,G04.140.107.330,G09.188.105.330
Reticulocyte Count|E01.370.225.500.195.107.330.725,E01.370.225.625.107.330.725,E05.200.500.195.107.330.725,E05.200.625.107.330.725,E05.242.195.107.330.725,G04.140.107.330.725,G09.188.105.330.725
Leukocyte Count|E01.370.225.500.195.107.595,E01.370.225.625.107.595,E05.200.500.195.107.595,E05.200.625.107.595,E05.242.195.107.595,G04.140.107.595,G09.188.105.595
Lymphocyte Count|E01.370.225.500.195.107.595.500,E01.370.225.625.107.595.500,E05.200.500.195.107.595.500,E05.200.625.107.595.500,E05.242.195.107.595.500,G04.140.107.595.500,G09.188.105.595.500
CD4 Lymphocyte Count|E01.370.225.500.195.107.595.500.150,E01.370.225.625.107.595.500.150,E05.200.500.195.107.595.500.150,E05.200.625.107.595.500.150,E05.242.195.107.595.500.150,G04.140.107.595.500.150,G09.188.105.595.500.150
CD4-CD8 Ratio|E01.370.225.500.195.107.595.500.150.160,E01.370.225.625.107.595.500.150.160,E05.200.500.195.107.595.500.150.160,E05.200.625.107.595.500.150.160,E05.242.195.107.595.500.150.160,G04.140.107.595.500.150.160,G09.188.105.595.500.150.160,G12.248
Platelet Count|E01.370.225.500.195.107.740,E01.370.225.625.107.700,E01.370.225.625.625.625,E05.200.500.195.107.740,E05.200.625.107.700,E05.200.625.625.625,E05.242.195.107.740,G04.140.107.740,G09.188.105.700
Sperm Count|E01.370.225.500.195.870,E01.370.225.992.624,E05.200.500.195.870,E05.200.992.624,E05.242.195.870,G04.140.870
Cell Culture Techniques|E01.370.225.500.223,E05.200.500.265,E05.242.223,E05.481.500.249
Cell Culture Techniques, Three Dimensional|E01.370.225.500.223.250,E05.200.500.265.125,E05.242.223.375,E05.481.500.249.312
Primary Cell Culture|E01.370.225.500.223.500,E05.200.500.265.500,E05.242.223.500,E05.481.500.249.500
Cell Migration Assays|E01.370.225.500.335,E01.370.225.812.125,E05.200.500.335,E05.200.812.125,E05.242.335,E05.478.594.122
Cell Migration Assays, Leukocyte|E01.370.225.500.335.500,E01.370.225.812.125.500,E05.200.500.335.500,E05.200.812.125.500,E05.242.335.500,E05.478.594.122.500
Cell Migration Assays, Macrophage|E01.370.225.500.335.750,E01.370.225.812.125.750,E05.200.500.335.750,E05.200.812.125.750,E05.242.335.750,E05.478.594.122.750
Skin Window Technique|E01.370.225.500.335.875,E01.370.225.812.125.875,E01.370.225.812.871.705,E05.200.500.335.875,E05.200.812.125.875,E05.200.812.871.705,E05.242.335.875,E05.478.594.122.875,E05.478.594.890.705
Cell Separation|E01.370.225.500.363,E05.200.500.363,E05.242.363
Flow Cytometry|E01.370.225.500.363.342,E01.370.225.500.386.350,E05.196.712.516.600.240.350,E05.200.500.363.342,E05.200.500.386.350,E05.242.363.342,E05.242.386.350
Cell Tracking|E01.370.225.500.373,E01.370.350.557.500,E05.200.500.373,E05.242.373
Colony-Forming Units Assay|E01.370.225.500.383,E05.200.500.383,E05.242.383
Tumor Stem Cell Assay|E01.370.225.500.383.910,E01.370.225.500.388.930,E05.200.500.383.910,E05.200.500.388.930,E05.242.383.910,E05.242.417.500,E05.337.550.200.800
Cytodiagnosis|E01.370.225.500.384,E05.200.500.384,E05.242.384
Amniocentesis|E01.370.225.500.384.050,E01.370.225.998.329.309,E01.370.378.630.050,E04.665.600.309,E05.200.500.384.050,E05.200.998.329.309,E05.242.384.050
Biopsy|E01.370.225.500.384.100,E01.370.225.998.054,E01.370.388.100,E04.074,E05.200.500.384.100,E05.200.998.054,E05.242.384.100
Biopsy, Needle|E01.370.225.500.384.100.119,E01.370.225.998.054.119,E01.370.388.100.100,E04.074.119,E04.665.100,E05.200.500.384.100.119,E05.200.998.054.119,E05.242.384.100.119
Biopsy, Fine-Needle|E01.370.225.500.384.100.119.500,E01.370.225.998.054.119.500,E01.370.388.100.100.500,E04.074.119.500,E04.665.100.500,E05.200.500.384.100.119.500,E05.200.998.054.119.500,E05.242.384.100.119.500
Endoscopic Ultrasound-Guided Fine Needle Aspiration|E01.370.225.500.384.100.119.500.500,E01.370.225.500.384.100.370.500,E01.370.225.998.054.119.500.500,E01.370.225.998.054.370.500,E01.370.350.850.855.500,E01.370.388.100.100.500.500,E01.370.388.100.370.500,E04.074.119.500.500,E04.074.370.500,E04.502.890.500,E05.200.500.384.100.119.500.500,E05.200.500.384.100.370.500,E05.200.998.054.119.500.500,E05.200.998.054.370.500,E05.242.384.100.119.500.500,E05.242.384.100.370.500
Biopsy, Large-Core Needle|E01.370.225.500.384.100.119.750,E01.370.225.998.054.119.750,E01.370.388.100.100.750,E04.074.119.750,E04.665.100.750,E05.200.500.384.100.119.750,E05.200.998.054.119.750,E05.242.384.100.119.750
Chorionic Villi Sampling|E01.370.225.500.384.100.149,E01.370.225.998.054.149,E01.370.378.630.150,E01.370.388.100.150,E04.074.149,E05.200.500.384.100.149,E05.200.998.054.149,E05.242.384.100.149
Conization|E01.370.225.500.384.100.160,E01.370.225.998.054.160,E01.370.388.100.160,E04.074.160,E05.200.500.384.100.160,E05.200.998.054.160,E05.242.384.100.160
Image-Guided Biopsy|E01.370.225.500.384.100.370,E01.370.225.998.054.370,E01.370.388.100.370,E04.074.370,E05.200.500.384.100.370,E05.200.998.054.370,E05.242.384.100.370
Liquid Biopsy|E01.370.225.500.384.100.396,E01.370.225.998.054.396,E05.200.500.384.100.396,E05.200.998.054.396,E05.242.384.100.396
Noninvasive Prenatal Testing|E01.370.225.500.384.100.396.500,E01.370.225.562.375,E01.370.225.998.054.396.500,E01.370.378.630.724,E05.200.500.384.100.396.500,E05.200.998.054.396.500,E05.242.384.100.396.500,E05.393.435.375,N02.421.308.430.250,N02.421.726.233.221.375
Papanicolaou Test|E01.370.225.500.384.100.422,E01.370.225.998.054.422,E04.074.422,E05.200.500.384.100.422,E05.200.998.054.422,E05.242.384.100.422
Sentinel Lymph Node Biopsy|E01.370.225.500.384.100.580,E01.370.225.998.054.580,E01.370.388.100.580,E04.074.580,E04.446.819,E05.200.500.384.100.580,E05.200.998.054.580,E05.242.384.100.580
Vaginal Smears|E01.370.225.500.384.100.800,E01.370.225.998.054.800,E01.370.378.900,E04.074.800,E05.200.500.384.100.800,E05.200.998.054.800,E05.242.384.100.800
Cytopathogenic Effect, Viral|E01.370.225.500.384.235,E05.200.500.384.235,E05.242.384.235,G06.920.190
Karyometry|E01.370.225.500.384.617,E05.200.500.384.467,E05.242.384.467
Lymph Node Ratio|E01.370.225.500.384.808,E05.200.500.384.733,E05.242.384.733
Cytogenetic Analysis|E01.370.225.500.385,E05.200.500.385,E05.242.385,E05.393.285
Chromosome Banding|E01.370.225.500.385.130,E01.370.225.500.620.670.130,E01.370.225.750.600.670.130,E05.200.500.385.130,E05.200.500.620.670.130,E05.200.750.600.670.130,E05.242.385.130,E05.393.285.130
